username,comment,sentiment
@lalute9905,fun fact. AI msih lebih berguna bagi rakyat ketimbang dia..,negatif
@boriskameldi8384,Ketawa aja...,negatif
@andrifazaseptama4269,Si planga plongo beli like,positif
@sheesh-s3n,Apa yang blud bicarakan,negatif
@Filmkemasan,The real wapres lala lolo,netral
@penjagabumi,sejarah konstitusi yang akan selalu dikenang sepanjang sejarah...,positif
@kang_4736,Cipung juga bisa bikin kiat sukses bnyak uang sejak dini,netral
@caesar_bm,"Nek meng moco prompter terus diupload nengnyutub akeh seng iso mas bro, bedane ora due pklek neng mk & bapak presiden wae",netral
@detektifgadungan3164,nyari komen positif sampe bawah ga nemu nyari komen judol sampe bawah ga nemu carii dong bang,negatif
@hristomikelf1645,kenapa dislike nya dihide?,negatif
@masukik4084,Mas martabak satu. Bungkus.,netral
@aleahmad9809,Mampir kesini cuma liat komen doang,negatif
@nugrossphotography6193,Kosongnya Natural ga dibuat2,negatif
@BejoMuhadie,"171k dislikes and still counting, ayo buzzer lebih semangat lagi ya",negatif
@dogefather1783,"Arah Matanya ke sudut kanan terus,  Gmana sih pemilihnya dulu bisa bisanya dapet wapres begini",negatif
@dewinyalandri2503,Sampeyan dan keluarga po gak nduwe isin blas tho mas?,positif
@shoviaalmira9,"Kesini cuman pingin liat komentar netizen,,,,,",negatif
@pastryisparty,"""Era baru animasi Indonesia""  Tp masih bikin animasi pake AI:(",netral
@a.like99,Mohon maaf nih tapi ko menurut aku apa yang di bahas di sini gak jadi daging ya,negatif
@wisnualisetiawan4158,jadi film jumbo masih kalah sama animasi MBG?,negatif
@efgamers71,Bro sedang mencoba brani tidak disukai.,positif
@Yildirim01-k1o,Beli like dimana nich,netral
@kongguan-dd5tz,beli like skelas wapres sampah lu wapres gak guna,negatif
@emariaHutagaol,Antara ekspresi dan kalimat yg diucapkan tidak singkron. Alias tidak paham dgn apa yg diucapkan. Hanya sebatas hafalan utk pencitraan.,negatif
@Mariamsofia123,Banyak2in mas main di medsos. Biar kita bisa nyalurin uneg uneg kita tentang kinerja anda yg gitu gitu aja. Mundur teratur,negatif
@FrezaAhmadZein,"Ga nonton, cuman mau dislike.",negatif
@ranggawe9586,"Sekelas presiden saja masih mencarikan pekerjaan buat anaknya, itupun harus lewat ordal buat aturan baru agar calon yg lain terjegal. Apalagi rakyat biasa, cm bisa pasrah dicekoki bansos merenungi nasib",negatif
@rizkimahindra7108,Jangan monolog dong,positif
@anggararezaadityaputra8604,POSITIF,positif
@Aal-faqih,Saya punya temen nganggur semua mas. Ada yg kerja gajinya cuma cukup buat bayar ojol,netral
@arigunawan7408,ngantuk pak??,negatif
@ilhamnurdin9667,Halo bapak Tokoh Nepotisme Indonesia,negatif
@marispwibowo829,Ayo bisa maju presiden 2029,negatif
@imanfathurrahman2294,pak gibran... perusahaanku mau tutup usahanya bulan depan. Apakah 19 juta lowongan kerja itu masih ada?,netral
@didikharyono26,Ngopi dulu biar gak ngantukk,netral
@BecfourAll,Pencapaian ini tentunya bukan karna  lu ye fufufafa,positif
@zalazovzasky,Kalo ngecheat dipikir mas,negatif
@tripleong333,"Belajarnya berapa jam untuk menghafal,",positif
@wahyuaditya1467,"kek gak ada orang pinter aja di indonesia,,, yg beginian malah jadi  wakil presiden",negatif
@ratmojarwo4754,Puas rasanya baca semua komentar nya.....,positif
@FirmanAzwir,saya dukung pak wapres untuk di ganti,netral
@MrYoperdi,"Saya bingung narasinya dari sudut pandang apakah sebagai pemerintah selaku Wapres? Apakah Sebagai generasi muda? Atau hanya sebagai pengamat ? Karena gabung semua. Itu kian membingungkan ketika permasalahan nya apa? Kesimpulan yang dicapai dari permasalahan tersebut, dan ide/solusi untuk menjawab semua masalahnya..",netral
@ILHAMGUNAWAN-m1r,Harusnya memaparkan visi misi presiden bukan memaparkan sesuatu yg diakui gagasannya,netral
@nurdjaman1,trus program kerja nya apa? adakah timeline yg jelas untuk mencapainya?,netral
@cahaya28Iunlis,Aneh kok tiba tiba bisa banyak likenya apa auto clicker ya,negatif
@johannesalex2120,Kang dedy mulyadi jadi president,netral
@muhammadryan654,Konten sampah,negatif
@defxgames,"Sejarah mengulang dirinya sendiri, pertama sebagai tragedi, kedua sebagai lawakan. (Karl Marx)",negatif
@SanDi-3431,Semangat untuk kemunduran indonesia🫡,negatif
@hendrosusilo802,Lihat content ini cuma mau dislike doank,negatif
@PoskoSecurity-d9e,Bonus demografi tapi pake Ai bng.,positif
@tutor_mrbee,,positif
@slametsardini4892,19jt lapangan kerja jngn lupa...mas....buktiin kl mas Gibran layak  jadi wapres...bukan karena bpke,netral
@yuliana-wj1ie,DUIT PAJAK GUEEEEEE DIBELIIN BOT LIKEEEEEEE,negatif
@topaniskandar6039,Fufu fafa~ Musuh demokrasi,netral
@Malesnulis89,anda membeli like pake duit rakyat?,negatif
@baimbaim984,4:13 - 4:24 gimana gimana?,negatif
@SajakKita,Kerja mas wapres,netral
@nauraqoireen6943,Dislike ke 201 k mas,positif
@jajangtv7470,cukup ketawa aja watados,negatif
@astroy2564,Hhiiiihhhhhh... .. Padahal cuci muka dulu paling ngga..,negatif
@AHMAD-gn5qm,Gak niat dengerin. Kesini cuma mau baca komen aja,negatif
@andirezha8005,Lebih cocok main kaskus gan,positif
@bajahitam4420,"Mohon maaf hanya bisa ngasih , terima kasih",netral
@beeboov,"4:14 ""manusia yang tidak menggunakan A.I, akan kalah dgn manusia yg menggunakan A.I""  salah satu orng yg menyingkirkan orang orang yang ga pakai A.I ini yaa kamu, aduhh... sebagai seniman saya ngerasa kecewa sekali dengan anda yang terus saja menggembar gemborkan A.I, padahal banyak banget lho seniman indonesia yang berbakat. deadass.",negatif
@cctmusic4297,KENAPA SAYA WNI ??,negatif
@adityabayu1,Itu pake bot ya yg like bnyk amat,negatif
@yudhadaud7930,Ini yang ngomong Gibran asli atau AI ya?,netral
@amazingthingx,Konten halu,negatif
@bilekbilek-d7t,LIKENYE BELI YA,positif
@ramadhanputra8192,Enak anak presiden mah...,negatif
@abduhalim810,NGEBOOST LIKE BIAR APA ? VALIDASI? AWOKAOWOAWOKOK,netral
@ahmadsofyan3588,Orang yang tidak menggunakankan AI akan terkalahkan dengan orang yang menggunakan AI,negatif
@JacksonRantesaluSapang8,Karbitan,negatif
@peinreborn1142,Fufufafa️Kapan komentar negatif ini berakhir,negatif
@cyeonmiya,"Kenapa lawan politik ingin menjatuhkan mas wapres?  Karena mas wapres memiliki posisi yang tinggi.  Semangat mas wapres, q akan selalu ada di barisanmu",netral
@Masbakhul9,Sekelas wapres kayak ga ada harga dirinya,negatif
@asdirbolong6456,Yg dislike video ini mana?,negatif
@maulanaqandiyas5430,Jir bayar bot demi like,negatif
@RegaliaF,Dijamin banyakan yg dislike drpd yg ngelike. Inilah contoh anak yg dipaksa menempati jabatan yg ga sesuai potensi sm bapaknya. Kasian bgt ni org dibenci stgh mati sm rakyatnya. Maap tp konten Fery Irwandi jauuuuuuuuuhhhh lbh bermutu drpd fufufafa,negatif
@Koyin94,Orang ini kayak mirip fufufafa gak sih serius tanya 🫣,negatif
@Mr.D.Animals,"Waduh aku tersesat disini wee,, tolunggg",negatif
@Reggilero,netijen bringas bringas gila wkwkw,negatif
@VilawatieWatie,Gimana usaha martabak,positif
@Buahorganikmedan,Dia siapa ya Kok aku gak kenal,negatif
@nasigorengpecelesteh1506,Itu udah mandi lom ya?,negatif
@AskiaNitami-z4b,"Cuma mau ikut komen... ""Apaan sih"" 2:19 Ada di Bapak dan MK",positif
@emhbismillah,Mana ada ai itu ancaman ai itu cuma robot lu kl gmw kalah sama ai beljr makanya jangan main ai terus bnr ga  kak gibran,negatif
@denysibuea1638,Kau itu jadi wapres hasil karya bapakmu yang kutak-katik konstitusi. Tau malu lah sedikit.,negatif
@radenabdul272,Alaaahhhh bulshiiiittt,negatif
@simonsiregar1466,"kontennya ga salah, pemeran utamanya yg salah pilih.. yg dislike yg keki sama Gibran, yg like buzzer.",negatif
@nurhayani3713,Pemuda paling cerdas di dunia bisa mengalahkan Donald Trump dan para sekutu nya,positif
@FahmiSalsabila,"Belajar lebih giat lagi untuk masa depan yang lebih cerah, by: Rakyat Jelata Indonesia",positif
@thesweetseaweed4458,"maaf tapi isi video ini cuma sekedar motivasi , omong kosong, ga ada pembahasan bagaimana biar kita bisa maju. cuma nyuruh nyuruh aja, ga dikasih tau caranya.  begitulah kalo kerjaan aja didapet karena bantuan orangtua, ga bisa berpikir sistematis karena semuanya diperoleh instan tanpa usaha",negatif
@salehbrikzubaidi,"Yang like bisa melebihi Subscribers,,,, Wow,,,, Jenius",positif
@sevansetiabakti8201,"Mantep bet likesnya tiba2 naik, para bajer2 tampaknya sudah mulai dapet kerjaan",negatif
@SlingShotShooter,"Beli like pakai duit rakyat.. Bravo, satu keluarga besar gak punya malu",positif
@asnawi6537,omon omon....,negatif
@shortmusicviralrandom8645,Gw baca komentarnya suaranya gw silent...  Alhamdulillah sedikit terhibur baca komentarnya...,positif
@agiandriosa8109,Mau bilang bujang sudah orang tua. Mau bilang orang tua kok kayak bujang. Salam Sehat Akal.,negatif
@onets19,Disklikenya ga muncul...wakakakakak,negatif
@Arkaabrial,Dislike nya di Hide,negatif
@mauhammadmaruf4960,"We wok de tok, wkwk",netral
@kangipal,HEY GIBRAN HIDUPMU TIDAK AKAN TENANG SAMPAI AKHIR HAYAT. ANDA AKAN DICAP SEBAGAI WAPRES GAGAL HINGGA KIAMAT NANTI. SEJARAH AKAN TERUS DIINGAT SEPANJANG MASA.,netral
@plenguk630,"Boro2 lapangan kerja 19juta,kamu aja kerja dicariin bapakmu",negatif
@DutaSuksesKayra,Wkwkwk boot nya bekerja dengan baik buat ngalahin dislike nya. Tapi kolom komentar ndak bisa bohongin,negatif
@paulhuruhara2427,Kui omg dari pikiran opo moco,negatif
@adhaniekowati4905,Beneran like nya 124 rb?,positif
@feltaindriyani767,"Bisa gak sih auranya di isi biar gak kosong bgt,",positif
@youreyes3026,Bang spill gaji wapres berapa dong Bang?,netral
@FauzanAl-arafah,"Percuma pak wapres pendidikan di indonesia masih tertinggal jauh, masih banyak anak SMP yg belum bisa membaca padahal membaca itu adalah jendela ilmu.  takutnya bukan bonus demografi tapi zonk demografi",negatif
@theimperfect4312,Dislike manual,negatif
@FREAKPEDIA,WKWKK UANG PAJAK DARI RAKYAT CUMAN BUAT BELI LIKE YT WKWK,negatif
@UpDing,Nyenyenye,positif
@bixchrun,Sedih bgt liat kondisi Indonesia sekarang. Kapan mau maju kalau pemerintahannya masih gitu-gitu aja? Tambah parah malah. Duh.,negatif
@SamuelSiburian-g4l,Pak Gibran benar dikit Napa,negatif
@bimofadila6905,ini yang katanya ga hobby membaca ya,negatif
@mika_al,"Buat apa bonus demografi, usia produktif yg banyak, tapi yg punya usia roduktif tersebut kebanyakan tidak berkuliah. Pendidikan yg cenderung rendah. Sependek pikiran saya yg paling urgen sekarang adalah fokus di sektor pendidikan agar bonus demografi tersebut dapat sedikitnya dimaksimalkan.",netral
@jonhwatt5330,Alamak duit pajak dipake buat suntik like fufufafa,netral
@SimonMuslim-b8u,"Sekedar like dan dislike aja di manipulasi,hadeuuh bagaimana yg lain",negatif
@suryapaloh6821,K O S O N G,netral
@SyafaatTulus,Masih ada yang kasih like? Bot AI ya?,positif
@pastryisparty,Jadi intinya apa...?,negatif
@ridaaziz22,"""KOSONG""",negatif
@yesssnd,Rawrrr,negatif
@DendyZt,Sesuatu diraih tanpa proses yg benar tak akan tenang dlm hidup dan tdk ada kebangga sama sekali dlm sepanjang hidup,positif
@rianreinztx,Apa ada gejala gangguan keperibadian -NPD,netral
@alizainalabidinasseggaf3426,Blog,positif
@MALANMUUU,wkwkwk sampe suntik like,negatif
@YoiImagura,Gw bayar pajak buat suntik like cuy,netral
@rizkyresyah,Uang pajak habis beli bot like,negatif
@airfikri,salut sama likenya tiba2 meledak lol,positif
@araph0006,Duduk aje muke lo nyeselin apalgi lagi BO Asli asam sulfat,negatif
@anisrifai6333,"ngomong nya aja kayak bener.. padahal dia sendiri bisa seperti ini karena campur tangan bpk nya.. bukan karena kecerdasan dan kemampuan nya,, makanya apa yg dia omongin  gada yg denger..  udah ga usah ngomong ini itu percuma gada yg percaya",negatif
@ForyantoJayaWigunaChannel,"baru Kali ini negara punya wapres model bginian, dosa besar apa kita",negatif
@MuhammadAlbidzan,Mana daging nya ko tulang semua,negatif
@anasyahpohan2993,Gk capek baca teks truss bran??,negatif
@AryaAlby,capek gue ngelike komentar netizen,negatif
@SofiMuhammad-p3u,Dia berbicara bonus demokrafi tapi dirinya sendiri  tidak mencerminkan apa yang ia sampaikan.,netral
@AksaraOfficial,bgaus editannya,negatif
@Iwan_ariff,#kaburajadulu,positif
@debbyaudrey2890,coba nonton yg versi ferry irwandinya bang gib,netral
@Muhammaddevano-i5u,Koq gak bisa klik dislike ya,negatif
@tpjminds6643,Kesini buat sumbang dislike doang,negatif
@Hidayat-n3k,Update 26/4/25 21:12 like: 123rb dislike: 162rb,netral
@bayususetyo1601,Standup comedy ini mah,positif
@Ziyan908,Ini pemerintah kita ngapain sih,negatif
@Ziyan908,Ini pemerintah kita ngapain sih,negatif
@kurniawanhidayat4303,Ngomong yang ga perlu diomongin,negatif
@Nickofarhanwiranzha,sudah tapi belum,netral
@ShivaAMega,Video jelek gaada isinya ngapain di upload sih.,negatif
@bixchrun,"Okedeh, kontennya bonus demografi. Tapi apa tindakan pemerintah untuk menangani bonus demografi ini? Apa tindakan anda sebagai wakil presiden agar bonus demografi di Indonesia bisa maksimal? Kalau cuma ngomong di YouTube gitu bocil TK juga bisa bang. Lu sebagai pemimpin negara masa ga ngasih solusi? Jangan-jangan lu ga paham gimana memaksimalkan bonus demografi? Apa lu paham konsep bonus demografi ini? Ayolah.... Kalian para wakil rakyat ini tujuannya apa sih sebenernya? Membangun negara yang berlandaskan Pancasila apa sebaliknya? Gw tunggu tindakan pemerintah yang menggembor-gemborkan bonus demografi ini ya. Gw kawal.",negatif
@aniespagatt666,Awokowokwok KOCAKK!,positif
@AgustoAlvirio,"Bonus demografi bisa menjadi peluang besar sekaligus jga bisa menjadi beban besar bagi negara, jika negara tdk memberikan kesiapan yg matang dan segala kebijakan pun harus memihak k pada masyarakat sekaligus harus transparan supaya bisa terwujud Indonesia emas.",netral
@hpoppo2796,Pake bot like,negatif
@mstv61292,Dislike tidak ditampilkan,negatif
@MildaMustamin,█▀█ ▄▀█ ░█ ▄▀█ █▀▄ █▀█ ▄█ █▀█  █▄▀ ▄▀█ █▀█ █▄▄ █ ▀█▀ █░█ █▀█ █▀▄ █▄█ █ ░█░,netral
@nibrasamalbillah6241,Cara liat dislike youtube gimana sih bang gibran?,negatif
@aliadam5080,"Para para bapak bapak ,para para ibu ibu",netral
@feltaindriyani767,Tidak ada usia produktif adanya keluarga produktif,positif
@rendiismayogisembiring3963,Bapak anak sama saja,positif
@oksb6360,9 juta loker mana?????,netral
@meidwikurniawati1878,Lebih tertarik baca komen2nya,positif
@ppuffiestt,nyenyenyenyenye vrisik,positif
@NengWildun,Jujur saya gak paham ini video isinya apaa??,negatif
@fadilvlog1078,"Kalo kalian lulusan luar negeri, merasa lebih kompeten ...tp ga pnya kesempatan utk jd pemimpin, minimal kalian mimpin diri sendiri dan kabur aja ke luar negeri bersama para keluarga, biarlah bangsa ini di pimpin oleh kerajaan turun temurun anak anaknya pejabat , nanti jg ada waktunya bubar wkkwwkwk",negatif
@andreasaraydia5413,Tekstual banget,negatif
@GalihPrakoso-tq7xb,Kosong adalah Isi. Isi adalah kosong,negatif
@ClawitzerPulse,Suntik like gila,negatif
@shielvanathaa,bro ingin mencoba menjadi ferry irwandi,netral
@rahadeantirtarela4728,merusak standarisasi wapres bangsa ini yg dulu sangat berkompeten.,negatif
@azizmuslim3437,Jika masih punya harga diri lebih baik mundur dari wakil presiden... (malu),netral
@InibuatYouTube-u9c,Ayo kritik terus sebelum kita sebagai rakyat dibungkam mulutnya,negatif
@SarasgraciaVania,Ngadep kamera bran gibran jangan ngadep ke contekan,negatif
@juanbenedict4406,Ternyata masih jauh lebih baik wapres yang afk itu,netral
@Ryourkyy,pake buzzer buat ngelike ih sehina itu kamu pak?,positif
@rusmantosaminan4266,Ajak kekampuss di rujak,positif
@riofachri9079,Apakah beliau dapat menjelaskan secara rinci tentang apa itu bonus demografi dibandingkan hanya berkata “bonus….bonus”,netral
@anasyahpohan2993,Woii dislike nya udh brp kok ditutupi wkwkw,negatif
@AbiIlyas-b2t,Wkwkwkwkwkwkwkwkwkkwwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwk lumayan cerita pengantar tidur,positif
@adaaja2675,Keliatan banget kek bapak nye apa apa baca pointer,negatif
@AyaSukma,PENDIDIKAN GRATIS LEBIH PENTING DARIPADA MAKAN SIANG GRATIS!!,netral
@anisafaradilla4142,Pah aku mau suntik like yt️,positif
@skyhawk3302,Gibran fomo,netral
@Ramlymail,Jirr duit negara dibeli buat like,negatif
@PakdeSpaceman,Kalau kosong yah kosong aja mas,negatif
@Andre77665,Beli like di shoppe kah,positif
@AgungDamai-j7v,Lihat dri rupanya anak ini telmi .... alias telat mikir,negatif
@dekaramadan7229,"banyak guru besar di negeri ini, ngalah aja bang, mundur dari wapres, kasih jabatannya ke orang yg lebih ahli.",negatif
@JokoUn-k1v,Omon omon,negatif
@bayufranayoga8870,mau dislike tp kok tombolnya gak ada jadi sedih,positif
@andalanmitraniaga3078,"Mas antam naik, Mas gibran lesu, turun pasaran",netral
@Llavendeory_,Omon omon,negatif
@amanrupadni7707,Dislikenya diumpetin?,netral
@mr.h5426,"Harusnya anda belajar dahulu menjadi pejabat dan tidak melanggar konstitusi dek… jadinya anda omong apapun,org akan menilai salah diawal anda menjadi pemimpin bangsa ini",negatif
@YoutuberMancing,Barbar gini komenan kalian bro,netral
@herrymulyono4112,"Anak ini sudah obrak abrik undang undang RI , demi kepentingan  pribadi, mungkin dirumah beliau tidak ada kaca cermin",netral
@alinurweda,mau komentar sudah diwakili oleh puluhan ribuan lebih komentar...,netral
@pungkapurba82,Bah...cermin mannnna...,positif
@jagalbilowo69,buzer ayo kerja jgn makan gaji buta,negatif
@muammarqadafidodenkchannel2455,Lebih berisi di kolom komentar daripada kontennya,netral
@gitosafutra5233,Selalu sebut siapkan diri untuk bonus demografi. Pemuda sudah sedari dulu sudah siap tapi pemerintah siap nggak?,netral
@arif07jaya27,Kok komentar nya negatif semu piye Iki jal,negatif
@mcdvin,"UBAH SISTEM PENDIDIKAN, POTONG GAJI MENTRI YANG KERJA SEMENA-MENA,HUKUM MISKIN KORUPTOR SAMPAI AKARNYA, BERANTAS APARAT KORUP DAN PUNGLI, INSHAALLAH ATAS IZIN ALLAH INDONESIA AKAN MAJU.",negatif
@nandarmusawir1082,"Hukum perlu di dandani sek ojo kesusu mikir liyane, yo kabeh ki perlu. Neng hukum kuwi luweh utomo. Investor arep mlebu pasar modal, arep investasi hayo podo mikir bolabali. Mergo korupsi merajalela, podo di ngo bancaan kabeh. Sistem e di dandani ben ora bocor kabeh. Kolaborasi karo wong2 akademisi seng kompeten ben ora abot2 leh mikir.",negatif
@arismaulana5477,Wapres terburuk sepanjang masa,netral
@xcc7437,19 juta lowongan jadi kan?,netral
@supoaji2171,"Abis ini mnding gak usah bikin video lahh, wkkkk",negatif
@ArjunaIreng2530,Taekk,negatif
@mahlilmustopa8821,Dosa apa Indonesia ini Punya Wapres Hebat kek Gini,negatif
@FarhanBhadrika,Bro berfikir dia keren dan menginspirasi anak muda,positif
@robertojackson7642,Semua ini bukan karena kau. Saat ini Indonesia tidak perlu kamu bahas. Sudah tau semua. Apa kontribusimu yg hanya merusak sistem dan moral.,negatif
@radikaperdana,Ngantuk,negatif
@atikkurniawan2572,"selamat mas gibran, saya berikan 1 dislike, semoga bermanfaat. semoga dapat memberikan sinyal bahwa anda memang tidak disukai. sekelas wapres harusnya sudah siap pakai, langsung berkiprah di tingkat nasional dan internasional, bukannya masih taraf magang kayak sekarang.",netral
@KAZUMA-h5o,njir beli like,positif
@ahmadtaufikh7640,"cukup pause dan like komentar2nya, negara rusak gegara satu keluarga salam fufufafa",negatif
@SaimimaCorns,wakil priden ini bro wlpun lewat paman y tetap wakil presiden tpi sumpah gw ga mau wakil presiden y dia,netral
@reactionedu,Ini tentang apa y🫣,netral
@dayat4060,Anak cucunya besok kalau baca sejarah dia malu gak y? Jejak digital ada dimana mana,negatif
@araph0006,Beli likenya uang dari mane tuh,positif
@meme_me386,waaaaawwww habis berapa duit tu buat beli likenya,negatif
@BajinganTengik666,masih mending simsimi jd wapres klo GK chatgpt GA sie,netral
@fansMU_cr7,Enak pak pake uang itu buat bayar bot like dan views,negatif
@andrebagus8495,Jalur orang dalam,netral
@AanAndri-z1b,"Kalo bukan anak Mulyono, jadi kuli aja kagak laku.",negatif
@siap6664,anak manja,negatif
@Youngil-love-gihun,sebenernya males kesini cuma bua compare aja,negatif
@tanyaaku9888,When power dipegang org yg gabisa pake,negatif
@aswarhamzah8303,Apa yg salah dengan peyampaian beliau...,netral
@SuhartiCctv,Mau beli Like lagi gak?,positif
@hafitmaulana6522,Video apaan ini? Wkwkwk kosooongg banget,positif
@andalanmitraniaga3078,Dislike ilang,negatif
@sabiojefaalano4dalano792,Obatnya jangan lupa DIMINUM mas WAPRES,negatif
@sobatbero,Kukukaka,negatif
@martinus2036,"Kocak lu, klo punya ide atau pernyataan, bikin dialog dong. Jd kita tau klo lu tu paham apa yg lu omongin..",negatif
@sarjojojojo4323,Plenger,negatif
@ayudevistory,"oh, sekarang dislikenya di hide gais...",negatif
@yudiha7429,Muak,negatif
@idharprabowo,"WI WOK DE TOK, NOT ANLE TOK DE TOK",netral
@RusliAzis-b5r,Kagak ngerti   Ama mas ini   Baca komentar nya malah lebih seru,positif
@norreeeeeeeeeeEEEEEEEEEEEEEEE,"bit, karbit  pencitraan doang lo isinya kosong kmrn bahas² soal ai mana bkin konten ucapan idul Fitri sama promosi video makan siang gratis pake ai, padahal animator sm illustrator di indo banyak yg berbakat pak, kenapa bapak ga membayar mrk buat bkin video untuk di jadikan konten pak?? kapan industri animasi Indonesia sukses kalo wapres nya aj pake ai giliran animasi jumbo sukses langsung bilang ""iNi ErA bArU inDustRi inDoneSiA"" hadehh besok² wapress indo di ganti ai ajadeh yg satu ini kosong soalnya",negatif
@maryonosidik,KATROK,negatif
@pencariketenangan7693,Punya rasa malu itu penting supaya ketika banyak yang mengkritik dan tidak suka maka lebih baik mundur dg terhormat daripada cuwek dan masa bodo maka yang bersangkutan akan terlihat seperti odgj,negatif
@ArisSiswanto-y7t,Planga-plongo jilid 2,negatif
@fajarharidhaputranto3723,ilang tombol dislike nya ..,negatif
@iqbalgambyak5063,ini beneran ngerti ga sihh,negatif
@Kumakyuu,Wi wok de tok not onli tok de tok,netral
@fashaandrian89,Kesini cuman Mau Dislike dan baca Komen Satir,negatif
@kukuhaudypracipto9372,Cie beli like,positif
@fajriatulmaulida7034,Mana nih buzzer nya ga keliatan? Bisa full cacian gini,negatif
@zulkiflihusainp1475,Berani apa engga ya Ke Campus se Level UI dia mengadakan Tatap muka  dengan Mahasiswa,netral
@AndruAlvaro,Gibran kayak boruto,negatif
@RuangCintaBahagia,"Pak gibran  Untuk menghadapi bonus demografi, beberapa strategi yang harus dilakukan, seperti:  1. Investasi dalam pendidikan dan pelatihan:  Investasi dalam pendidikan dan pelatihan dapat meningkatkan keterampilan dan produktivitas penduduk indonesia usia produktif.  2.  Pengembangan lapangan kerja : Pengembangan lapangan kerja dapat meningkatkan kesempatan kerja dan mengurangi pengangguran pada penduduk indonesia.   3. Pengembangan infrastruktur :  Pengembangan infrastruktur dapat meningkatkan efisiensi dan produktivitas ekonomi masyarakat indonesia.   Anda bisa memenuhi 3 hal itu dulu saja selama pemerintahan anda?  Lakukan 3 hal itu untuk kemajuan masyarakat indonesia secara menyeluruh tanpa ada yang kurang.   Bagaimana??",netral
@Nanana29-i3q,Aku gk like ya.. Beneran,positif
@bapakrandom,Makanya sabar. Kalo nekat jadinya ya kayak gini. Dibully seindonesia.,negatif
@TaurusGaming16,fufufafa,positif
@TamaInfinix001,"Minimal masuk ILC terus debat sama lawan bicara, bikin konten begini biar apa? Diskusi aja ga hidup, biar dapat pembenaran kah?",negatif
@ARRBACHTYAR,keliatan bgt kosongnya,positif
@linggopunggasan5451,Ijazah asli penting kah?,netral
@Ikhwan_tijani,Rusak,negatif
@mamatriadys,Yah liat text,positif
@yasniirham9145,"Woi , nurunin buzzer ni buat like video gak bermutu",negatif
@yesssnd,Jawa,netral
@raihanviqi6804,Anomali banget ada orang yang jadi wapres jalur nepotisme tapi sok ngomongin masa depan bangsa .   Cuh,negatif
@AyaSukma,JANGAN PERNAH BERHENTI BERSUARA WARGA NEGARA RI TERCINTA. JANGAN BUNGKAM SAAT MELIHAT GIBRAN ASBUN,negatif
@muizzankibra7392,"Gua liat dari atas Ampe bawah komennya ko negatif semua ya, emang ada apa serius nanya",negatif
@asriarmaniah900,"saya disini ngisi waktu luang baca komen,, videonya saya pause baru 10 detik pertama, liat dianya bengong kya baca prompt, rasanya malu",negatif
@exeransbg6259,jangan hiraukan yg nyinyir...,negatif
@rustiyahrustiyah-d1f,"Ish, jangan jujur2 banget dong koment nya, kasian nanti kena mental orang nya,..",negatif
@CoGanteng1922,Kualitas wapres hasil dr paman...  Menyedihkan,negatif
@alfiansarumaha,Saya masih ingat gesturnya doi di debat wapres niruin gaya sun wu kong waktu Profesor Mahfud MD berbicara..,netral
@kennyasyraf3326,Matanya ke kamera dong,positif
@abdurrahmanbbc7274,"Saya lupa bahwa pak Prabowo punya wakil, saking kosongnya ini orang sampe lupa ak",negatif
@Stevenn89,Lah bab 1,negatif
@AfandiReva,Karbit,positif
@HariAkbar-h1k,Kosong nyah natural,negatif
@TheAznoe,generasi produktif buat di apain..dicerdaskan atau di bodohi..?,negatif
@leviathan3631,Mana bisa anak muda berkembang kalo ujung-ujungnya banyak yang nepotisme kayak Anda.,negatif
@AhmadAly-k3b,"Ksihan mas Gibran kena buli ,,,itu lh Indonesia gk maju2,,,bnyak yg pintar2 .....bnyak pintar omong",negatif
@geressyakira7189,Please mas Tolong mengundurkan diri,negatif
@densoeofficial966,"Simak komen2 bro gibran....mundur sj, gak malu bro ?",netral
@MrHamjul,"Weits tadi pagi 29k-an likenya. Abis buzzer² gerak, baru ditongolin lagi dislikenya nih mas ?",positif
@nibrasamalbillah6241,Karbit,positif
@ilhamramadan324,NOOO MY PAJAK  DIBUAT BELI LIKE YUTUB,netral
@gussuwaji8640,Ambyar,positif
@pemudapapua3088,Mas2 ipk 2,negatif
@24jamterkini31,"Nyari nyari karya ilmiah mas wapres di Google Scholar ga ketemu2 untuk kutipan jurnal, ada yang punya link publikasi karya ilmiah mas wapres ga? Mau donk kalo ada",netral
@Kulbet3.0,enak bgt ya orang kosong tapi sukses,negatif
@fra8318,Koe ngerti bonus demografi ta le ???????,positif
@Frans.Trades,kerja yang bener jangan malah narsis ngesosmed cog,negatif
@radennale,karbit,positif
@kang_nyinyir-o8z,"Woy, tampilin angka dislike nya dong...",negatif
@heniwulan5115,Tapi dia faham yang dia omongin gasi wkwk,negatif
@AbuNawasIndo,"Panik...  . . . . . . . . . Mau ""menendang"".. malah mau ""ditendang""  Panik... panik.. panik..",negatif
@stefanusprasetya1180,Jangan biarkan afk ini 2 periode,netral
@kadalarab4475,Cara liat dislike gimana?,negatif
@aepdjue,Fura fura tidak tahu afa afa (fufufafa),positif
@reeikaa-227,Cireng aja ada isinya,negatif
@Aaaakocak,Kwwkwkwkk,positif
@FaridaGhozal-j8h,Kalau anda punya martabat kehormatan silahkan mengundurkan diri.,netral
